Type,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
Sample_id,KS0001,KS0002,KS0003,KS0004,KS0005,KS0007_scarce,KS0008_scarce,KS0009,KS0010,KS0011,KS0012,KS0013,KS0014,KS0016_Lowqual,KS0017_Lowqual,KS0019,KS0021,KS0022,KS0023,KS0024,KS0025,KS0026,KS0027,KS0028,KS0029
hsa-miR-122-5p,42635,110376,16172,180636,20846,70,743,28814,34418,2162,81916,3871,129204,2978,4004,5026,30967,50557,116957,41909,125100,95251,14670,14008,12172
hsa-miR-122-3p,1,0,0,0,0,0,0,0,2,0,0,0,4,0,2,1,14,7,4,2,2,1,0,5,0
hsa-miR-124-5p,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-124-3p,4,5,95,15,20,2,2,0,12,1,47,3,8,1,1,5,15,26,19,5,15,5,17,0,0
hsa-miR-125b-5p,1079,1564,865,2220,662,2,13,64,604,69,1938,88,757,179,135,339,657,1319,1099,354,858,769,671,233,295
hsa-miR-125b-1-3p,40,48,42,0,13,2,0,7,10,0,15,1,13,6,4,1,9,13,9,3,3,52,7,4,6
hsa-miR-128-1-5p,42,111,20,113,30,0,0,5,33,2,47,0,14,6,3,20,23,48,10,7,14,20,35,0,9
hsa-miR-128-3p,16621,30902,10618,33305,7017,15,65,1403,4691,334,12288,266,4684,1553,1213,4385,4386,13382,5812,2112,4902,6573,6699,4819,2636
hsa-miR-130a-5p,7,31,0,33,2,0,0,4,7,1,0,0,10,1,1,7,1,22,12,7,4,4,6,2,0
hsa-miR-130a-3p,188483,371690,117342,298390,76063,150,452,12455,51406,2826,87702,1528,50089,13166,7429,41884,33072,163276,60617,23568,60198,64212,66288,31381,20829
hsa-miR-132-5p,41,90,59,126,45,0,0,0,21,1,77,1,9,0,12,18,16,41,31,7,24,46,36,15,15
hsa-miR-132-3p,52,78,45,90,51,0,0,8,46,0,77,2,28,10,14,66,43,63,48,17,15,33,37,9,6
hsa-miR-133a-5p,2,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
hsa-miR-133a-3p,33,3,28,7,10,0,0,3,8,1,14,0,24,6,4,0,11,32,21,6,5,2,9,0,3
hsa-miR-135a-5p,3,15,0,17,8,0,0,4,10,0,13,0,8,0,2,2,8,6,6,5,1,11,5,0,10
hsa-miR-135a-3p,9,16,5,21,10,1,0,4,6,0,7,0,6,0,3,10,4,6,7,3,3,9,5,1,0
hsa-miR-135a-2-3p,5,0,0,7,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2,2
hsa-miR-137-5p,0,0,0,5,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-137-3p,11,12,12,24,8,0,2,1,3,0,6,2,3,0,1,3,2,8,1,1,5,5,2,0,0
hsa-miR-138-5p,84,114,62,124,79,1,2,14,70,12,191,7,20,12,31,26,31,93,89,7,25,39,53,11,17
hsa-miR-138-2-3p,4,8,8,25,0,0,1,0,8,1,28,0,1,0,3,0,4,1,3,0,5,10,6,13,8
hsa-miR-140-5p,2607,4185,906,4081,1020,5,6,202,719,26,842,3,382,136,145,674,520,1393,599,219,572,749,558,303,203
hsa-miR-140-3p,861,1187,576,1578,542,8,15,147,496,18,2354,44,279,170,66,263,246,896,378,116,582,301,372,249,186
hsa-miR-141-5p,8,6,13,10,0,0,0,0,1,0,0,2,1,0,0,3,0,4,3,0,0,6,5,12,10
hsa-miR-141-3p,884,1416,1348,1940,550,3,4,81,427,21,1121,31,98,148,122,284,177,695,373,107,502,361,2000,2133,539
hsa-miR-142-5p,132646,236118,78141,226293,60750,121,500,8174,33295,1074,59079,1191,16472,14725,5216,15343,20464,148950,20334,17438,43496,55679,49588,16688,19278
hsa-miR-142-3p,337974,618521,147258,498735,115109,773,1479,30553,113268,4042,103792,2563,55906,30248,24714,92302,75108,195321,77620,36221,73721,152967,115972,60074,36705
hsa-miR-143-5p,4,6,6,20,0,0,0,0,3,0,9,0,0,0,0,1,0,4,0,0,1,0,0,0,0
hsa-miR-143-3p,54589,70344,12790,159252,24131,146,2623,14279,31722,1540,33404,1386,8424,5251,6338,20707,12799,91901,22903,5370,21036,18574,40464,11048,10090
hsa-miR-144-5p,20,26,31,34,28,0,0,0,12,0,105,8,17,8,0,2,10,19,21,3,12,5,1,8,5
hsa-miR-144-3p,97784,121650,57626,166051,88686,46,677,2065,26348,1020,199294,8034,10294,15693,5168,5578,11856,44371,38541,7113,52863,26634,12927,30555,16617
hsa-miR-145-5p,513,647,294,1684,448,0,3,31,293,24,992,14,184,49,72,283,388,1483,373,127,267,171,527,168,139
hsa-miR-145-3p,74,174,56,307,110,1,6,18,45,2,188,6,28,6,17,25,47,87,50,20,64,62,106,76,24
hsa-miR-152-5p,2,0,2,0,0,0,0,0,1,1,13,0,0,0,0,2,5,0,0,0,1,0,0,6,6
hsa-miR-152-3p,55,114,44,79,33,0,0,9,24,3,88,1,23,2,9,38,44,148,33,15,23,38,35,8,8
hsa-miR-153-3p,6,15,1807,428,48,0,0,2,2,0,14,0,4,0,0,3,3,21,2,2,7,5,4,0,1
hsa-miR-153-5p,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-191-5p,446501,917761,240056,972374,176752,1248,6089,139195,246530,13109,276292,6537,185087,29010,53929,259720,149866,402390,178693,77436,177317,174408,265868,148442,64204
hsa-miR-191-3p,1074,2898,599,2536,419,8,13,201,309,14,353,5,287,35,68,266,300,642,332,57,356,477,568,261,140
hsa-miR-9-5p,329,935,437,1029,159,0,2,20,56,5,138,3,92,13,16,65,99,376,133,45,82,197,189,181,99
hsa-miR-9-3p,539,813,474,901,230,1,5,48,142,4,463,1,91,23,9,97,118,380,156,66,136,193,373,159,63
hsa-miR-125a-5p,14173,16561,5896,37614,5163,11,37,996,4751,274,5879,174,4886,1446,1198,4903,3122,8025,4968,1563,3709,8544,5412,2909,1513
hsa-miR-125a-3p,447,364,242,1013,189,4,1,110,190,13,252,2,109,21,29,157,93,144,119,31,112,201,218,194,36
hsa-miR-125b-2-3p,0,10,11,3,2,0,0,2,5,0,12,1,12,0,0,0,5,5,22,13,6,0,2,0,0
hsa-miR-126-5p,489565,917136,390243,1268599,287214,270,2640,54421,117401,10392,285059,6832,163587,36229,27015,131281,124591,598169,169071,80711,175579,261847,248340,208391,157230
hsa-miR-126-3p,2639114,5328980,1211014,5519183,1093322,13367,35242,704673,1069729,44020,1136038,28464,623176,138453,224238,902639,537050,1926348,762732,288687,772372,1097577,1242750,730261,405606
hsa-miR-127-5p,174,708,18,190,33,0,0,10,48,2,43,1,14,16,6,10,16,213,24,4,166,92,186,15,0
hsa-miR-127-3p,1701,5526,453,2177,394,2,13,219,527,16,1056,12,1036,181,108,235,416,1303,631,87,1728,946,1697,377,45
hsa-miR-129-2-3p,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-5p,3016,8614,445,3711,424,1,20,255,657,19,1505,14,1678,281,218,539,955,1417,782,116,1917,1374,2122,407,72
hsa-miR-134-3p,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0
hsa-miR-136-5p,80,209,16,74,26,0,1,5,56,1,41,0,11,19,9,7,21,74,21,1,30,79,42,2,0
hsa-miR-136-3p,895,2274,441,1256,293,0,4,63,243,9,703,14,296,203,35,94,183,855,216,32,409,500,457,82,18
hsa-miR-138-1-3p,2,0,149,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0
hsa-miR-146a-5p,7671,17033,3529,11398,2803,12,25,721,2820,168,5153,56,2118,565,474,3944,2782,8730,3394,1271,2632,3865,3195,1924,1206
hsa-miR-146a-3p,2,10,5,0,0,0,0,0,6,0,8,0,0,8,0,5,1,12,0,1,1,0,1,0,0
hsa-miR-149-5p,50,88,41,120,12,0,2,7,19,2,30,0,18,8,3,22,22,35,20,2,11,28,36,6,0
hsa-miR-149-3p,104,120,1338,384,82,2,9,53,28,2,301,6,53,22,3,9,19,26,51,7,36,231,63,480,55
hsa-miR-150-5p,1696,1182,607,3165,2355,6,38,265,761,96,3352,112,750,132,431,514,911,2660,2215,479,2134,1070,481,271,668
hsa-miR-150-3p,69,89,36,265,200,3,0,3,21,1,152,3,23,14,10,24,16,59,96,18,94,74,67,22,40
hsa-miR-154-5p,2134,7875,677,3050,658,1,14,225,659,26,1136,15,895,187,166,348,419,1768,597,133,1367,1097,1319,294,36
hsa-miR-154-3p,131,603,25,335,51,0,6,56,87,1,188,0,255,55,16,151,157,84,230,26,120,165,130,40,19
hsa-miR-184,5,10,9540,1276,435,0,0,0,1,1,32,0,0,0,1,4,0,22,13,0,1,0,22,3,1
hsa-miR-185-5p,284133,589138,187660,650394,176113,480,4511,70718,174711,4567,360473,8358,70422,23155,24982,107193,51938,239344,135275,44471,152735,141653,176492,121171,42670
hsa-miR-185-3p,157,267,71,293,71,0,0,10,84,3,84,1,24,4,10,62,23,133,49,21,30,65,59,14,13
hsa-miR-186-5p,5706,11191,4138,12800,3511,8,34,548,2370,113,9492,183,2483,716,349,2011,2060,6337,4027,1299,3295,3313,3855,2223,1470
hsa-miR-186-3p,0,7,19,0,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0
hsa-miR-188-5p,9,42,37,32,15,0,0,8,8,0,36,2,1,0,4,4,8,11,8,4,6,16,20,0,4
hsa-miR-188-3p,0,3,0,12,0,0,0,0,2,0,8,0,2,0,0,0,1,2,0,1,0,1,0,0,14
hsa-miR-190a-5p,18,45,28,35,18,0,0,5,6,1,46,2,3,0,0,9,5,36,10,2,19,5,0,28,0
hsa-miR-190a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
hsa-miR-193a-5p,1823,4301,2785,7736,3257,3,21,432,646,69,5419,65,3416,133,134,113,1050,1901,4319,780,3182,2902,5040,1848,964
hsa-miR-193a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0
hsa-miR-194-5p,471,735,533,1313,410,0,7,15,316,18,1379,88,480,151,82,100,284,548,452,205,510,298,263,901,188
hsa-miR-195-5p,375,660,308,818,313,2,2,75,150,15,671,13,158,38,35,162,197,237,339,118,176,302,195,236,116
hsa-miR-195-3p,5,13,10,27,2,0,0,1,4,1,12,2,3,0,0,3,2,4,3,1,8,0,1,4,0
hsa-miR-206,147,334,1026,512,539,2,6,46,45,10,633,2,24,4,13,19,111,388,344,3,200,669,257,135,387
hsa-miR-320a-5p,0,2,29,9,0,0,0,8,0,0,6,0,2,26,1,1,3,1,1,0,3,4,1,9,3
hsa-miR-320a-3p,111245,188693,78406,182816,76271,175,757,24337,38530,1300,97738,812,51728,3315,4896,55051,30586,75296,80713,19845,69693,71902,99852,52792,14613
hsa-miR-200c-5p,2,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,6
hsa-miR-200c-3p,3603,4857,1686,4776,1155,10,17,483,901,40,1590,8,754,124,141,1261,889,1529,1547,429,1064,1317,1811,2921,672
hsa-miR-1-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-155-5p,20257,32699,8664,33123,8911,170,322,8280,6378,359,9457,169,6821,463,1012,6815,4812,8837,10045,2062,5428,8691,8171,5633,3227
hsa-miR-155-3p,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-181b-2-3p,11,24,6,19,9,0,0,2,3,0,21,0,1,4,1,5,4,6,1,1,5,2,9,11,8
hsa-miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-194-3p,2,5,1,1,2,0,0,0,4,0,1,0,9,0,0,1,1,1,1,0,2,0,1,0,0
hsa-miR-106b-5p,7673,13565,3958,15162,4568,30,65,1063,2515,94,6584,206,1730,977,532,2590,1982,4763,4017,1153,2783,3506,2931,1635,970
hsa-miR-106b-3p,783,1499,487,1329,479,0,6,40,616,46,2295,92,535,147,155,493,485,535,967,160,370,302,343,306,103
hsa-miR-29c-5p,139,237,22,248,50,0,0,25,87,3,71,3,41,19,23,40,23,115,46,19,39,73,48,18,17
hsa-miR-29c-3p,22905,34929,19868,52324,26630,11,77,913,7272,370,27500,682,5245,3070,1062,2571,4079,20267,8114,3470,10875,8091,8905,7443,5332
hsa-miR-30c-1-3p,1330,2427,680,2311,505,8,18,527,408,18,395,7,335,37,79,544,289,888,317,140,469,659,785,450,133
hsa-miR-200a-5p,23,23,39,30,13,0,1,0,2,1,25,0,4,0,1,3,3,17,20,2,8,0,35,142,30
hsa-miR-200a-3p,127,177,225,241,112,0,6,23,88,12,349,8,27,22,28,59,42,134,148,20,87,78,419,1421,255
hsa-miR-302a-5p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-302a-3p,0,2,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-101-2-5p,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-219a-2-3p,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,7
hsa-miR-34b-5p,4,3,10,16,12,0,0,5,0,0,8,1,0,0,1,1,0,4,1,0,6,3,16,6,9
hsa-miR-34b-3p,1,0,6,0,0,0,0,1,0,1,9,0,2,0,0,1,3,0,0,0,0,0,3,0,0
hsa-miR-34c-5p,16,39,21,149,40,0,0,0,17,1,78,3,6,0,4,0,4,3,16,9,11,13,96,0,1
hsa-miR-34c-3p,3,9,242,15,4,0,0,0,7,0,0,0,7,0,1,0,5,0,0,0,0,1,2,8,4
hsa-miR-299-5p,298,1239,132,645,88,0,2,41,170,9,281,11,259,107,59,58,149,358,99,23,333,293,246,24,9
hsa-miR-299-3p,698,2852,155,1016,124,0,2,34,126,1,205,5,88,59,27,33,46,637,69,18,521,396,377,87,20
hsa-miR-301a-5p,0,4,0,4,0,0,0,0,1,2,2,0,0,0,0,1,0,3,0,1,4,1,2,2,3
hsa-miR-301a-3p,1999,3639,863,3961,557,5,11,157,536,30,984,13,490,273,113,493,496,1743,510,236,630,722,670,347,237
hsa-miR-99b-5p,20550,23368,8937,62993,7246,19,34,2194,4974,261,4591,171,5602,1409,1257,5886,2734,10013,5191,1474,3985,10991,7069,3460,1373
hsa-miR-99b-3p,335,309,305,993,134,0,7,97,140,4,159,0,76,6,26,132,38,167,68,29,59,149,134,46,11
hsa-miR-296-5p,22,26,20,55,12,0,0,5,16,0,40,1,3,0,0,7,10,17,16,8,1,0,14,0,0
hsa-miR-296-3p,40,77,55,232,25,0,0,33,26,2,44,2,28,5,2,5,24,38,27,10,23,47,59,124,26
hsa-miR-130b-5p,35,46,8,31,16,0,0,19,29,0,46,1,25,0,8,21,33,30,42,6,7,14,21,0,0
hsa-miR-130b-3p,22288,47071,13111,45105,8089,88,166,2776,8393,413,16304,245,5077,1129,1286,5471,4937,14002,6991,2456,8512,8001,8999,6065,2921
hsa-miR-30e-5p,16161,21109,13335,35720,17414,20,117,1643,6113,259,27926,637,3873,1456,1039,2853,3664,17255,8159,3080,9832,7616,8931,4848,4048
hsa-miR-30e-3p,44190,90914,23098,89610,19203,74,277,7124,6620,370,11356,206,11127,1128,1741,10750,10578,34097,13308,4465,13986,19691,21211,12558,7105
hsa-miR-26a-2-3p,15,32,23,9,7,0,0,3,5,0,15,0,3,0,0,1,5,9,1,4,0,7,3,0,0
hsa-miR-361-5p,29543,42829,13319,43442,10921,21,104,1881,7989,442,16926,256,9718,1542,1284,8363,6427,19145,13102,4362,9491,12139,14917,8038,3929
hsa-miR-361-3p,48,67,4,70,19,0,0,3,36,1,21,2,12,0,3,30,12,98,33,9,15,29,27,0,5
hsa-miR-362-5p,622,1873,664,1335,259,3,3,92,275,9,375,4,369,46,55,321,188,367,521,125,242,441,482,176,98
hsa-miR-362-3p,0,1,14,0,0,0,0,0,0,0,9,0,2,0,0,0,3,0,0,0,0,0,1,0,0
hsa-miR-363-5p,15,28,36,53,5,0,0,0,3,0,28,2,2,0,13,2,3,9,9,0,18,5,12,11,4
hsa-miR-363-3p,818,1365,1344,1756,762,14,28,231,547,43,5069,241,668,179,113,354,435,367,1472,217,555,347,393,677,210
hsa-miR-365a-5p,3,1,22,28,14,0,0,3,3,0,67,2,2,13,1,4,1,0,17,2,3,7,5,38,8
hsa-miR-365a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-365b-5p,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,5,0,1,4,0,0,0
hsa-miR-365b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302b-5p,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,20,2,7,0
hsa-miR-302b-3p,0,0,10,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-302c-5p,2,1,0,2,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1,0,0,2,9,0
hsa-miR-302c-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302d-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-302d-3p,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
hsa-miR-367-5p,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
hsa-miR-367-3p,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-376c-3p,7896,26010,2983,11670,2778,9,105,1545,4222,109,10142,152,6646,1337,751,2515,3825,6490,4175,713,5027,5592,6182,995,246
hsa-miR-369-5p,3630,10250,686,5151,913,8,92,1479,1750,35,2526,75,1675,421,511,773,914,2537,955,141,2364,2083,2275,515,112
hsa-miR-369-3p,961,3010,1672,1639,553,1,3,101,377,23,813,8,1191,86,89,322,680,450,667,92,346,352,390,317,52
hsa-miR-370-5p,25,111,0,57,9,0,0,3,12,2,11,4,22,1,2,4,10,26,10,1,23,20,30,5,12
hsa-miR-370-3p,19,94,0,38,4,0,0,4,6,0,10,0,13,0,1,2,18,26,1,0,2,6,11,10,3
hsa-miR-371a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371a-3p,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
hsa-miR-372-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-372-3p,0,2,0,0,2,0,0,0,0,1,4,0,0,0,0,0,3,0,0,4,3,0,1,0,0
hsa-miR-373-5p,0,3,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0,0,3,0,2
hsa-miR-373-3p,27,8,0,15,14,0,0,0,28,0,11,0,3,0,0,13,2,30,13,1,11,7,31,4,6
hsa-miR-374a-5p,10689,21643,8660,17215,3665,6,19,448,3121,203,7482,123,4134,910,402,2662,4111,8940,4252,2723,2979,5008,3678,2493,1807
hsa-miR-374a-3p,2170,4995,1604,4961,927,1,6,141,376,19,854,22,633,194,71,371,445,2346,511,353,692,1063,847,551,563
hsa-miR-375-5p,0,5,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-375-3p,761,1192,1234,1860,1524,6,46,325,457,49,4122,38,689,23,74,222,795,934,1887,353,1834,1017,4819,589,286
hsa-miR-376a-5p,5,18,0,13,0,0,0,0,3,0,5,0,9,0,1,3,6,13,0,1,13,8,3,0,0
hsa-miR-376a-3p,10377,28897,2920,15386,2705,2,58,1007,3452,71,8067,78,4252,1341,586,1776,2479,9114,2389,479,6404,5239,6294,1026,242
hsa-miR-377-5p,19,45,10,16,4,0,0,0,3,0,5,0,10,0,1,0,6,17,7,0,5,30,11,0,4
hsa-miR-377-3p,29,81,27,45,17,0,0,3,41,2,94,1,41,8,9,11,31,42,22,5,16,23,29,0,0
hsa-miR-378a-5p,19,42,12,53,6,0,0,0,5,0,11,0,8,11,6,12,5,26,10,3,13,9,18,17,6
hsa-miR-378a-3p,2303,4175,2370,7378,2544,6,26,374,1172,70,5203,143,1172,265,196,647,746,1740,2160,638,1631,1704,1707,932,496
hsa-miR-379-5p,1493,4987,337,1812,319,1,26,321,612,11,729,33,723,217,237,356,393,921,361,48,857,852,917,233,54
hsa-miR-379-3p,21,57,4,27,2,0,0,0,11,0,13,1,17,4,1,4,18,28,1,0,10,21,9,4,9
hsa-miR-380-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
hsa-miR-380-3p,18,86,0,19,1,0,0,0,8,0,21,0,8,3,2,5,8,29,2,4,13,20,19,3,0
hsa-miR-381-5p,0,7,4,6,0,0,0,7,2,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0
hsa-miR-381-3p,3889,12803,1452,4456,1269,3,56,642,1249,10,2036,27,1337,748,203,566,755,3121,1101,191,2967,3310,3293,454,76
hsa-miR-382-5p,18494,49559,3001,23338,3780,71,302,5704,4245,103,7916,122,8373,615,1126,3428,4155,9531,4509,606,10993,10351,12215,3586,659
hsa-miR-382-3p,5,13,34,12,7,0,0,1,3,0,11,0,19,6,3,6,6,10,8,0,8,12,10,4,0
hsa-miR-383-5p,0,0,1,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-383-3p,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0
hsa-miR-340-5p,36984,66395,21941,60287,18442,20,129,2499,8480,483,17178,255,9480,2509,1429,7526,9793,47110,10210,7692,13646,16451,15866,7991,7407
hsa-miR-340-3p,19,55,0,43,8,0,0,0,4,0,7,2,5,2,0,14,13,17,5,1,4,1,3,10,0
hsa-miR-330-5p,53,201,95,216,44,0,0,14,26,1,44,0,22,8,8,33,29,62,59,16,31,63,62,18,4
hsa-miR-330-3p,195,343,120,318,55,0,0,23,134,4,141,2,91,19,27,133,85,227,92,35,60,100,95,37,14
hsa-miR-328-5p,0,6,2,0,5,1,0,0,4,0,22,0,0,0,0,2,3,3,0,0,0,0,5,12,0
hsa-miR-328-3p,711,1280,317,1563,319,7,11,238,648,38,762,6,459,71,111,665,468,1150,663,184,429,499,646,263,66
hsa-miR-342-5p,9,21,11,9,21,0,0,0,4,0,17,0,8,0,3,9,13,5,12,3,9,1,23,0,1
hsa-miR-342-3p,2800,5443,1444,6063,2773,33,94,1119,2380,105,6102,177,3530,515,255,2077,2746,9568,4952,1655,3725,3076,5762,4578,3792
hsa-miR-337-5p,1085,3076,240,1242,221,4,10,143,369,20,648,7,336,232,83,209,341,873,343,45,580,521,498,62,20
hsa-miR-337-3p,48,136,19,51,9,0,0,5,18,1,25,0,21,9,11,20,25,63,10,0,45,20,11,13,0
hsa-miR-323a-5p,51,276,155,164,21,0,2,37,42,1,62,2,112,22,5,32,28,48,33,6,67,69,109,56,0
hsa-miR-323a-3p,1117,3892,265,2045,324,0,10,130,309,5,703,16,506,142,88,187,270,838,371,34,923,557,813,282,25
hsa-miR-326,30,94,22,89,29,1,0,30,92,4,107,2,37,17,17,41,38,156,57,25,33,89,82,21,12
hsa-miR-151a-5p,380459,656496,142222,667452,132632,5332,3925,120591,139262,4831,120701,2838,77108,17841,31605,165790,73370,254769,126745,36015,117124,161426,185334,105226,48825
hsa-miR-151a-3p,61594,98224,21403,98611,16176,205,370,6541,19728,981,20019,472,11718,4471,5893,19602,12495,41405,14095,4392,16096,19353,23951,12819,6698
hsa-miR-135b-5p,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0
hsa-miR-135b-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-148b-5p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-148b-3p,593,1343,356,1033,276,18,19,228,493,21,749,15,446,120,136,522,548,929,506,152,387,695,529,311,243
hsa-miR-331-5p,60,70,17,61,11,0,0,0,18,0,75,0,7,0,6,27,7,35,9,2,21,9,9,14,2
hsa-miR-331-3p,249,428,58,359,58,0,1,18,182,7,151,7,87,11,22,134,118,269,123,36,100,68,98,21,0
hsa-miR-324-5p,2516,3666,1064,5053,1595,11,18,240,808,28,3211,92,436,235,128,613,402,1552,1344,215,1466,911,957,624,343
hsa-miR-324-3p,199,362,50,405,81,1,1,26,206,7,166,0,40,37,27,92,56,194,88,30,100,106,69,17,7
hsa-miR-338-5p,4,15,6,0,0,2,0,2,2,0,6,1,4,0,0,5,4,7,10,2,0,4,2,0,0
hsa-miR-338-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-339-5p,5454,9336,2431,9141,1675,8,18,176,1958,62,1777,14,576,371,353,849,555,4925,1201,631,2175,1405,1906,609,232
hsa-miR-339-3p,8955,15049,4167,14154,4183,42,97,2357,4426,123,6421,116,1906,743,761,2850,1792,7483,3259,1278,3391,3697,4279,1817,856
hsa-miR-335-5p,117034,166015,56994,146444,34456,169,919,20377,25611,904,66073,547,30132,3903,4356,30636,26272,107848,29813,19890,35471,50532,52842,27636,22268
hsa-miR-335-3p,52,63,42,65,17,1,0,1,5,1,16,1,35,0,3,22,49,47,60,18,12,60,34,13,10
hsa-miR-133b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-325,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0
hsa-miR-345-5p,1100,2269,656,2317,711,0,1,46,376,13,1577,35,283,79,68,228,217,1219,578,224,607,457,846,346,177
hsa-miR-345-3p,1,0,0,11,1,0,0,2,0,0,5,1,0,0,0,0,0,1,2,0,0,0,0,0,0
hsa-miR-346,0,0,0,0,4,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0
hsa-miR-384,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-196b-5p,438,592,227,900,334,1,3,36,150,1,474,19,177,37,18,149,125,295,209,31,148,181,109,286,42
hsa-miR-196b-3p,0,0,0,0,6,0,0,0,0,1,4,0,0,0,0,2,1,0,1,0,0,0,0,4,1
hsa-miR-422a,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
hsa-miR-423-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-423-3p,1576,2959,1060,2759,726,4,10,276,1017,33,1500,18,877,170,179,1096,1051,999,1313,310,461,1149,905,336,175
